Comp Name:atlopen19
Dancers
Abraham, Sheila:3938
["Heat", "474", "Session 3 - Friday Matinee@Friday 02:20PM-F", "L-JR2 American Rhythm Challenge (C/R/SW)", "102", "Larson, Sienna and Rodriquez, Nicolas", "---"]
Dancer:Lebedko, Kyrylo:3915:Heats:90
["Heat", "47", "Session 1 - Thursday Matinee@Thursday 01:07PM-S", "L-B1 Closed Int Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "53", "Session 1 - Thursday Matinee@Thursday 01:21PM-F", "L-B2 Closed Int Bronze American Waltz", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "54", "Session 1 - Thursday Matinee@Thursday 01:23PM-F", "L-B2 Closed Int Bronze American Tango", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "55", "Session 1 - Thursday Matinee@Thursday 01:24PM-F", "L-B2 Closed Int Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "61", "Session 1 - Thursday Matinee@Thursday 01:33PM-F", "L-C1 Closed Int Bronze American Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "62", "Session 1 - Thursday Matinee@Thursday 01:35PM-F", "L-C1 Closed Int Bronze American Tango", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "63", "Session 1 - Thursday Matinee@Thursday 01:36PM-F", "L-C1 Closed Int Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "64", "Session 1 - Thursday Matinee@Thursday 01:38PM-F", "L-C1 Closed Int Bronze American V. Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "70", "Session 1 - Thursday Matinee@Thursday 01:47PM-F", "L-C1 Closed Full Bronze American Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "71", "Session 1 - Thursday Matinee@Thursday 01:49PM-F", "L-C1 Closed Full Bronze American Tango", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "72", "Session 1 - Thursday Matinee@Thursday 01:50PM-F", "L-C1 Closed Full Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "73", "Session 1 - Thursday Matinee@Thursday 01:52PM-F", "L-C1 Closed Full Bronze American V. Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "79", "Session 1 - Thursday Matinee@Thursday 02:06PM-F", "L-B2 Open Inter. Bronze American Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "80", "Session 1 - Thursday Matinee@Thursday 02:08PM-F", "L-B2 Open Inter. Bronze American Tango", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "81", "Session 1 - Thursday Matinee@Thursday 02:09PM-F", "L-B2 Open Inter. Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "82", "Session 1 - Thursday Matinee@Thursday 02:11PM-F", "L-B2 Open Inter. Bronze American V. Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "83", "Session 1 - Thursday Matinee@Thursday 02:12PM-F", "L-C1 Open Inter. Bronze American Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "84", "Session 1 - Thursday Matinee@Thursday 02:14PM-F", "L-C1 Open Inter. Bronze American Tango", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "85", "Session 1 - Thursday Matinee@Thursday 02:15PM-F", "L-C1 Open Inter. Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "86", "Session 1 - Thursday Matinee@Thursday 02:17PM-F", "L-C1 Open Inter. Bronze American V. Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "87", "Session 1 - Thursday Matinee@Thursday 02:18PM-F", "L-B1 Open Inter. Bronze American Waltz", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "88", "Session 1 - Thursday Matinee@Thursday 02:20PM-F", "L-B1 Open Inter. Bronze American Tango", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "89", "Session 1 - Thursday Matinee@Thursday 02:21PM-F", "L-B1 Open Inter. Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "95", "Session 1 - Thursday Matinee@Thursday 02:35PM-F", "L-B2 Closed Full Bronze American Waltz", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "96", "Session 1 - Thursday Matinee@Thursday 02:37PM-F", "L-B2 Closed Full Bronze American Tango", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "97", "Session 1 - Thursday Matinee@Thursday 02:38PM-F", "L-B2 Closed Full Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "99", "Session 1 - Thursday Matinee@Thursday 02:41PM-F", "L-C1 Open Full Bronze American Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "100", "Session 1 - Thursday Matinee@Thursday 02:43PM-F", "L-C1 Open Full Bronze American Tango", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "101", "Session 1 - Thursday Matinee@Thursday 02:44PM-F", "L-C1 Open Full Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "102", "Session 1 - Thursday Matinee@Thursday 02:46PM-F", "L-C1 Open Full Bronze American V. Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "107", "Session 1 - Thursday Matinee@Thursday 02:54PM-F", "L-B1 Open Full Bronze American Waltz", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "108", "Session 1 - Thursday Matinee@Thursday 02:55PM-F", "L-B1 Open Full Bronze American Tango", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "109", "Session 1 - Thursday Matinee@Thursday 02:57PM-F", "L-B1 Open Full Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "115", "Session 1 - Thursday Matinee@Thursday 03:06PM-F", "L-B2 Open Full Bronze American Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "116", "Session 1 - Thursday Matinee@Thursday 03:07PM-F", "L-B2 Open Full Bronze American Tango", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "117", "Session 1 - Thursday Matinee@Thursday 03:09PM-F", "L-B2 Open Full Bronze American Foxtrot", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "118", "Session 1 - Thursday Matinee@Thursday 03:10PM-F", "L-B2 Open Full Bronze American V. Waltz", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "119", "Session 1 - Thursday Matinee@Thursday 03:23PM-F", "L-C1 Closed Bronze Pro/Am 3-Dance Challenge American Smooth (W/T/FT)", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "342", "Session 3 - Friday Matinee@Friday 10:08AM-S", "L-B1 Closed Int Bronze American Rumba", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "351", "Session 3 - Friday Matinee@Friday 10:26AM-S", "L-B2 Closed Int Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "352", "Session 3 - Friday Matinee@Friday 10:28AM-S", "L-B2 Closed Int Bronze American Rumba", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "353", "Session 3 - Friday Matinee@Friday 10:29AM-S", "L-B2 Closed Int Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "354", "Session 3 - Friday Matinee@Friday 10:31AM-F", "L-B2 Closed Int Bronze American Bolero", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "355", "Session 3 - Friday Matinee@Friday 10:32AM-F", "L-B2 Closed Int Bronze American Mambo", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "356", "Session 3 - Friday Matinee@Friday 10:38AM-F", "L-C1 Closed Int Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "357", "Session 3 - Friday Matinee@Friday 10:40AM-F", "L-C1 Closed Int Bronze American Rumba", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "358", "Session 3 - Friday Matinee@Friday 10:41AM-F", "L-C1 Closed Int Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "359", "Session 3 - Friday Matinee@Friday 10:43AM-F", "L-C1 Closed Int Bronze American Bolero", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "360", "Session 3 - Friday Matinee@Friday 10:44AM-F", "L-C1 Closed Int Bronze American Mambo", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "386", "Session 3 - Friday Matinee@Friday 11:36AM-S", "L-B2 Closed Full Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "387", "Session 3 - Friday Matinee@Friday 11:37AM-S", "L-B2 Closed Full Bronze American Rumba", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "388", "Session 3 - Friday Matinee@Friday 11:39AM-S", "L-B2 Closed Full Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "389", "Session 3 - Friday Matinee@Friday 11:40AM-F", "L-B2 Closed Full Bronze American Bolero", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "390", "Session 3 - Friday Matinee@Friday 11:42AM-F", "L-B2 Closed Full Bronze American Mambo", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "396", "Session 3 - Friday Matinee@Friday 11:55AM-F", "L-C1 Closed Full Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "397", "Session 3 - Friday Matinee@Friday 11:57AM-F", "L-C1 Closed Full Bronze American Rumba", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "398", "Session 3 - Friday Matinee@Friday 11:58AM-F", "L-C1 Closed Full Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "399", "Session 3 - Friday Matinee@Friday 12:00PM-F", "L-C1 Closed Full Bronze American Bolero", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "400", "Session 3 - Friday Matinee@Friday 12:01PM-F", "L-C1 Closed Full Bronze American Mambo", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "423", "Session 3 - Friday Matinee@Friday 12:41PM-F", "L-B1 Open Inter. Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "424", "Session 3 - Friday Matinee@Friday 12:42PM-F", "L-B1 Open Inter. Bronze American Rumba", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "425", "Session 3 - Friday Matinee@Friday 12:44PM-F", "L-B1 Open Inter. Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "426", "Session 3 - Friday Matinee@Friday 12:45PM-F", "L-B1 Open Inter. Bronze American Bolero", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "427", "Session 3 - Friday Matinee@Friday 12:47PM-F", "L-B1 Open Inter. Bronze American Mambo", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "428", "Session 3 - Friday Matinee@Friday 12:48PM-F", "L-C1 Open Inter. Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "429", "Session 3 - Friday Matinee@Friday 12:50PM-F", "L-C1 Open Inter. Bronze American Rumba", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "430", "Session 3 - Friday Matinee@Friday 12:51PM-F", "L-C1 Open Inter. Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "431", "Session 3 - Friday Matinee@Friday 12:53PM-F", "L-C1 Open Inter. Bronze American Bolero", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "432", "Session 3 - Friday Matinee@Friday 12:54PM-F", "L-C1 Open Inter. Bronze American Mambo", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "433", "Session 3 - Friday Matinee@Friday 12:56PM-F", "L-B2 Open Inter. Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "434", "Session 3 - Friday Matinee@Friday 12:57PM-F", "L-B2 Open Inter. Bronze American Rumba", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "435", "Session 3 - Friday Matinee@Friday 12:59PM-F", "L-B2 Open Inter. Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "436", "Session 3 - Friday Matinee@Friday 01:00PM-F", "L-B2 Open Inter. Bronze American Bolero", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "437", "Session 3 - Friday Matinee@Friday 01:02PM-F", "L-B2 Open Inter. Bronze American Mambo", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "438", "Session 3 - Friday Matinee@Friday 01:03PM-F", "L-B1 Open Full Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "439", "Session 3 - Friday Matinee@Friday 01:05PM-F", "L-B1 Open Full Bronze American Rumba", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "440", "Session 3 - Friday Matinee@Friday 01:06PM-F", "L-B1 Open Full Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "441", "Session 3 - Friday Matinee@Friday 01:08PM-F", "L-B1 Open Full Bronze American Bolero", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "442", "Session 3 - Friday Matinee@Friday 01:09PM-F", "L-B1 Open Full Bronze American Mambo", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
["Heat", "443", "Session 3 - Friday Matinee@Friday 01:11PM-F", "L-C1 Open Full Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "444", "Session 3 - Friday Matinee@Friday 01:12PM-F", "L-C1 Open Full Bronze American Rumba", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "445", "Session 3 - Friday Matinee@Friday 01:14PM-F", "L-C1 Open Full Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "446", "Session 3 - Friday Matinee@Friday 01:15PM-F", "L-C1 Open Full Bronze American Bolero", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "447", "Session 3 - Friday Matinee@Friday 01:17PM-F", "L-C1 Open Full Bronze American Mambo", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "448", "Session 3 - Friday Matinee@Friday 01:18PM-F", "L-B2 Open Full Bronze American Cha Cha", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "449", "Session 3 - Friday Matinee@Friday 01:20PM-F", "L-B2 Open Full Bronze American Rumba", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "450", "Session 3 - Friday Matinee@Friday 01:21PM-F", "L-B2 Open Full Bronze American East Coast Swing", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "451", "Session 3 - Friday Matinee@Friday 01:23PM-F", "L-B2 Open Full Bronze American Bolero", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "452", "Session 3 - Friday Matinee@Friday 01:24PM-F", "L-B2 Open Full Bronze American Mambo", "131", "Lebedko, Kyrylo and Suttle, Mary", "---"]
["Heat", "467", "Session 3 - Friday Matinee@Friday 01:58PM-F", "L-C1 Closed Bronze Pro/Am 3-Dance Challenge American Rhythm (C/R/SW)", "131", "Lebedko, Kyrylo and Wolf, Janine", "---"]
Dancer:Lesesne, Christopher:3732:Heats:22
["Heat", "662", "Session 5 - Saturday Matinee@Saturday 10:36AM-F", "AC-PT1 Closed Int Gold International Waltz", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "663", "Session 5 - Saturday Matinee@Saturday 10:37AM-F", "AC-PT1 Closed Int Gold International Tango", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "664", "Session 5 - Saturday Matinee@Saturday 10:39AM-F", "AC-PT1 Closed Int Gold International Viennese Waltz", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "665", "Session 5 - Saturday Matinee@Saturday 10:40AM-F", "AC-PT1 Closed Int Gold International Foxtrot", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "666", "Session 5 - Saturday Matinee@Saturday 10:42AM-F", "AC-PT1 Closed Int Gold International Quickstep", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "672", "Session 5 - Saturday Matinee@Saturday 10:51AM-F", "AC-PT1 Closed Full Gold International Waltz", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "673", "Session 5 - Saturday Matinee@Saturday 10:52AM-F", "AC-PT1 Closed Full Gold International Tango", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "674", "Session 5 - Saturday Matinee@Saturday 10:54AM-F", "AC-PT1 Closed Full Gold International Viennese Waltz", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "675", "Session 5 - Saturday Matinee@Saturday 10:55AM-F", "AC-PT1 Closed Full Gold International Foxtrot", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "676", "Session 5 - Saturday Matinee@Saturday 10:57AM-F", "AC-PT1 Closed Full Gold International Quickstep", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "719", "Session 5 - Saturday Matinee@Saturday 12:27PM-F", "AC-PT1 International Ballroom Challenge (W/T/Q)", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "765", "Session 5 - Saturday Matinee@Saturday 02:50PM-F", "AC-PT1 Closed Int Gold International Cha Cha", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "766", "Session 5 - Saturday Matinee@Saturday 02:52PM-F", "AC-PT1 Closed Int Gold International Samba", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "767", "Session 5 - Saturday Matinee@Saturday 02:53PM-F", "AC-PT1 Closed Int Gold International Rumba", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "768", "Session 5 - Saturday Matinee@Saturday 02:55PM-F", "AC-PT1 Closed Int Gold International Jive", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "772", "Session 5 - Saturday Matinee@Saturday 03:01PM-F", "AC-PT1 Closed Int Gold International Paso Doble", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "774", "Session 5 - Saturday Matinee@Saturday 03:04PM-F", "AC-PT1 Closed Full Gold International Cha Cha", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "775", "Session 5 - Saturday Matinee@Saturday 03:05PM-F", "AC-PT1 Closed Full Gold International Samba", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "776", "Session 5 - Saturday Matinee@Saturday 03:07PM-F", "AC-PT1 Closed Full Gold International Rumba", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "777", "Session 5 - Saturday Matinee@Saturday 03:08PM-F", "AC-PT1 Closed Full Gold International Jive", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "781", "Session 5 - Saturday Matinee@Saturday 03:14PM-F", "AC-PT1 Closed Full Gold International Paso Doble", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
["Heat", "805", "Session 5 - Saturday Matinee@Saturday 04:05PM-F", "AC-PT1 International Latin Challenge (C/S/R)", "348", "Lesesne, Christopher and Krivosheev, Anastasia", "---"]
Dancer:Lewis, Greg:3931:Heats:12
["Heat", "725", "Session 5 - Saturday Matinee@Saturday 01:45PM-F", "G-B1 Closed Newcomer International Cha Cha", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "726", "Session 5 - Saturday Matinee@Saturday 01:47PM-F", "G-B1 Closed Newcomer International Samba", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "727", "Session 5 - Saturday Matinee@Saturday 01:48PM-F", "G-B1 Closed Newcomer International Rumba", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "734", "Session 5 - Saturday Matinee@Saturday 01:59PM-F", "G-A2 Closed Newcomer International Cha Cha", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "735", "Session 5 - Saturday Matinee@Saturday 02:00PM-F", "G-A2 Closed Newcomer International Samba", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "736", "Session 5 - Saturday Matinee@Saturday 02:02PM-F", "G-A2 Closed Newcomer International Rumba", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "742", "Session 5 - Saturday Matinee@Saturday 02:11PM-F", "G-B1 Closed Pre Bronze International Cha Cha", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "743", "Session 5 - Saturday Matinee@Saturday 02:12PM-F", "G-B1 Closed Pre Bronze International Samba", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "744", "Session 5 - Saturday Matinee@Saturday 02:14PM-F", "G-B1 Closed Pre Bronze International Rumba", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "751", "Session 5 - Saturday Matinee@Saturday 02:24PM-F", "G-A2 Closed Pre Bronze International Cha Cha", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "752", "Session 5 - Saturday Matinee@Saturday 02:26PM-F", "G-A2 Closed Pre Bronze International Samba", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
["Heat", "753", "Session 5 - Saturday Matinee@Saturday 02:27PM-F", "G-A2 Closed Pre Bronze International Rumba", "319", "Lewis, Greg and Pruitt, Natalie", "---"]
Dancer:Liu, Brian:3889:Heats:16
["Heat", "590", "Session 5 - Saturday Matinee@Saturday 08:00AM-F", "AC-PT1 Closed Newcomer International Waltz", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "592", "Session 5 - Saturday Matinee@Saturday 08:03AM-F", "AC-PT1 Closed Newcomer International Quickstep", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "598", "Session 5 - Saturday Matinee@Saturday 08:12AM-F", "AC-PT1 Closed Pre Bronze International Waltz", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "600", "Session 5 - Saturday Matinee@Saturday 08:15AM-F", "AC-PT1 Closed Pre Bronze International Quickstep", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "611", "Session 5 - Saturday Matinee@Saturday 08:32AM-F", "AC-PT1 Closed Int Bronze International Waltz", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "615", "Session 5 - Saturday Matinee@Saturday 08:38AM-F", "AC-PT1 Closed Int Bronze International Quickstep", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "725", "Session 5 - Saturday Matinee@Saturday 01:45PM-F", "AC-PT1 Closed Newcomer International Cha Cha", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "726", "Session 5 - Saturday Matinee@Saturday 01:47PM-F", "AC-PT1 Closed Newcomer International Samba", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "727", "Session 5 - Saturday Matinee@Saturday 01:48PM-F", "AC-PT1 Closed Newcomer International Rumba", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "728", "Session 5 - Saturday Matinee@Saturday 01:50PM-F", "AC-PT1 Closed Newcomer International Jive", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "738", "Session 5 - Saturday Matinee@Saturday 02:05PM-F", "AC-PT1 Closed Pre Bronze International Cha Cha", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "739", "Session 5 - Saturday Matinee@Saturday 02:06PM-F", "AC-PT1 Closed Pre Bronze International Samba", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "740", "Session 5 - Saturday Matinee@Saturday 02:08PM-F", "AC-PT1 Closed Pre Bronze International Rumba", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "741", "Session 5 - Saturday Matinee@Saturday 02:09PM-F", "AC-PT1 Closed Pre Bronze International Jive", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "755", "Session 5 - Saturday Matinee@Saturday 02:35PM-F", "AC-PT1 Closed Int Bronze International Cha Cha", "304", "Liu, Brian and Coyne, Krista", "---"]
["Heat", "756", "Session 5 - Saturday Matinee@Saturday 02:37PM-F", "AC-PT1 Closed Int Bronze International Rumba", "304", "Liu, Brian and Coyne, Krista", "---"]
Dancer:Liu, Erela:3949:Heats:12
["Heat", "725", "Session 5 - Saturday Matinee@Saturday 01:45PM-F", "AC-PT1 Closed Newcomer International Cha Cha", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "727", "Session 5 - Saturday Matinee@Saturday 01:48PM-F", "AC-PT1 Closed Newcomer International Rumba", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "728", "Session 5 - Saturday Matinee@Saturday 01:50PM-F", "AC-PT1 Closed Newcomer International Jive", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "738", "Session 5 - Saturday Matinee@Saturday 02:05PM-F", "AC-PT1 Closed Pre Bronze International Cha Cha", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "740", "Session 5 - Saturday Matinee@Saturday 02:08PM-F", "AC-PT1 Closed Pre Bronze International Rumba", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "741", "Session 5 - Saturday Matinee@Saturday 02:09PM-F", "AC-PT1 Closed Pre Bronze International Jive", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "747", "Session 5 - Saturday Matinee@Saturday 02:18PM-F", "AC-PT1 Closed Beginner Bronze International Cha Cha", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "748", "Session 5 - Saturday Matinee@Saturday 02:20PM-F", "AC-PT1 Closed Beginner Bronze International Rumba", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "750", "Session 5 - Saturday Matinee@Saturday 02:23PM-F", "AC-PT1 Closed Beginner Bronze International Jive", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "755", "Session 5 - Saturday Matinee@Saturday 02:35PM-F", "AC-PT1 Closed Int Bronze International Cha Cha", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "756", "Session 5 - Saturday Matinee@Saturday 02:37PM-F", "AC-PT1 Closed Int Bronze International Rumba", "321", "Liu, Erela and Maleckis, Edwin", "---"]
["Heat", "759", "Session 5 - Saturday Matinee@Saturday 02:41PM-F", "AC-PT1 Closed Int Bronze International Jive", "321", "Liu, Erela and Maleckis, Edwin", "---"]
Dancer:Liu, Yulia:3951:Heats:26
["Heat", "590", "Session 5 - Saturday Matinee@Saturday 08:00AM-F", "AC-JR1 Closed Newcomer International Waltz", "322", "Liu, Yulia and Zhao, Larry", "---"]
